0.0175671,2.61795e-05,2.81306e-05,2.70205e-05,2.42116e-05,2.40635e-05,2.75625e-05,2.6647e-05,2.72365e-05,3.97014e-05,4.23184e-05,4.99384e-05,7.84826e-05,0.000102706,0.00116042,0.00156492,0.00261396,0.0049721,0.00930176,0.0183149,0.0364041,0.0729686,0.143337,0.284358,
4.30793e-05,2.39117e-05,2.36118e-05,2.35466e-05,2.33827e-05,2.56188e-05,2.69394e-05,2.60063e-05,2.59802e-05,3.83789e-05,5.76805e-05,6.41244e-05,7.5982e-05,0.000117649,0.000895616,0.00147314,0.0026164,0.00491924,0.00930008,0.018202,0.0362732,0.071967,0.142854,0.284086,
5.41806e-05,3.23588e-05,2.63127e-05,2.30614e-05,3.64343e-05,3.29195e-05,2.65995e-05,2.62205e-05,2.58097e-05,3.37679e-05,4.51365e-05,4.05805e-05,5.68302e-05,8.73189e-05,0.000873723,0.0014965,0.00261085,0.00490332,0.00923728,0.0183086,0.0362908,0.0717837,0.142643,0.284004,
0.000153489,2.59019e-05,2.51541e-05,2.51066e-05,2.53497e-05,2.51057e-05,2.84016e-05,2.56877e-05,2.77255e-05,3.31616e-05,3.89861e-05,6.02975e-05,5.5464e-05,8.87793e-05,0.00091636,0.00150671,0.00260008,0.00488615,0.00930161,0.018372,0.0363729,0.0716518,0.143456,0.284925,
9.88543e-05,2.58768e-05,2.54391e-05,3.09674e-05,2.33119e-05,2.31722e-05,3.07038e-05,2.60435e-05,3.50177e-05,3.35546e-05,3.61307e-05,6.45295e-05,7.48634e-05,8.13399e-05,0.00084574,0.00145765,0.00265129,0.00493117,0.00945202,0.0182223,0.0360475,0.0716844,0.142847,0.283284,
9.64524e-05,2.59057e-05,2.32263e-05,2.49213e-05,2.51289e-05,2.56617e-05,2.63406e-05,2.81427e-05,2.83932e-05,3.39998e-05,4.06811e-05,4.32078e-05,6.01932e-05,8.54153e-05,0.000842268,0.00149607,0.00264716,0.00483758,0.00932619,0.0181371,0.0360744,0.0725119,0.143523,0.285299,
0.000149606,2.60239e-05,5.96941e-05,2.56132e-05,5.93988e-05,2.55452e-05,6.91311e-05,2.80309e-05,5.5111e-05,3.57889e-05,6.00163e-05,9.93237e-05,7.61207e-05,7.73771e-05,0.00084387,0.00136445,0.00258574,0.00487799,0.0092922,0.0181412,0.0360358,0.0716827,0.142759,0.283205,
0.00015439,2.56887e-05,2.51951e-05,2.4952e-05,2.52044e-05,2.51401e-05,2.63266e-05,2.81027e-05,2.82265e-05,2.90843e-05,3.71682e-05,4.29088e-05,8.55653e-05,7.42245e-05,0.000825189,0.0013964,0.00260635,0.004826,0.00930149,0.018228,0.0359812,0.0718099,0.142776,0.284508,
9.41986e-05,9.89484e-05,2.54028e-05,9.39472e-05,2.52631e-05,9.42759e-05,2.65976e-05,0.000103245,4.04548e-05,0.000101496,0.00010316,0.000112906,0.000123003,0.000151169,0.000864555,0.00150063,0.00254712,0.00468817,0.00933225,0.0182092,0.0360345,0.0717808,0.143042,0.284313,
9.45162e-05,2.63527e-05,9.12007e-05,2.53627e-05,9.07406e-05,2.57744e-05,9.64589e-05,2.85497e-05,0.000123781,3.42177e-05,0.000115565,0.000107234,0.00012286,0.000159411,0.000808978,0.00141918,0.00255482,0.00487296,0.00931033,0.0183545,0.0364537,0.0718336,0.143121,0.284323,
